kW,V
0.822,411.0
1.23,410.0
1.64,410.0
1.636,409.0
2.04,408.0
1.636,409.0
1.632,408.0
2.04,408.0
2.448,408.0
2.448,408.0
2.04,408.0
2.04,408.0
1.23,410.0
1.23,410.0
1.23,410.0
1.64,410.0
1.636,409.0
1.632,408.0
1.636,409.0
2.849,407.0
2.849,407.0
2.849,407.0
3.248,406.0
3.645,405.0
3.248,406.0
2.849,407.0
2.849,407.0
2.849,407.0
2.842,406.0
2.849,407.0
3.248,406.0
3.256,407.0
3.248,406.0
3.645,405.0
3.654,406.0
3.645,405.0
3.645,405.0
3.654,406.0
3.645,405.0
3.645,405.0
3.645,405.0
4.05,405.0
4.444,404.0
4.444,404.0
4.836,403.0
5.239,403.0
5.614,401.0
6.015,401.0
5.628,402.0
6.015,401.0
6.015,401.0
6.015,401.0
6.4,400.0
6.015,401.0
5.614,401.0
4.824,402.0
4.824,402.0
4.836,403.0
4.444,404.0
4.04,404.0
5.239,403.0
4.04,404.0
4.04,404.0
3.645,405.0
4.05,405.0
4.444,404.0
4.05,405.0
4.04,404.0
4.04,404.0
4.444,404.0
6.03,402.0
6.03,402.0
5.614,401.0
5.628,402.0
5.614,401.0
5.628,402.0
6.416,401.0
6.015,401.0
6.015,401.0
6.4,400.0
6.416,401.0
6.4,400.0
6.4,400.0
6.4,400.0
6.4,400.0
6.4,400.0
6.0,400.0
5.614,401.0
5.628,402.0
5.614,401.0
5.226,402.0
5.628,402.0
5.614,401.0
5.628,402.0
3.24,405.0
-0.826,413.0
-1.242,414.0
-0.412,412.0
0.0,411.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.412,412.0
0.822,411.0
1.23,410.0
1.23,410.0
1.23,410.0
0.822,411.0
0.822,411.0
0.82,410.0
1.23,410.0
1.23,410.0
0.82,410.0
0.822,411.0
0.822,411.0
0.412,412.0
0.412,412.0
0.412,412.0
2.05,410.0
2.045,409.0
0.82,410.0
1.23,410.0
1.636,409.0
1.636,409.0
1.64,410.0
1.636,409.0
1.227,409.0
1.227,409.0
1.636,409.0
1.636,409.0
2.04,408.0
2.04,408.0
2.04,408.0
2.04,408.0
1.636,409.0
1.636,409.0
1.227,409.0
1.23,410.0
1.23,410.0
1.636,409.0
2.856,408.0
2.442,407.0
2.448,408.0
3.248,406.0
3.248,406.0
3.248,406.0
3.248,406.0
3.645,405.0
4.05,405.0
4.05,405.0
4.04,404.0
4.04,404.0
4.04,404.0
4.04,404.0
4.04,404.0
4.04,404.0
3.645,405.0
3.645,405.0
3.248,406.0
3.645,405.0
3.654,406.0
3.248,406.0
3.248,406.0
3.248,406.0
1.636,409.0
1.636,409.0
1.636,409.0
2.045,409.0
2.849,407.0
2.448,408.0
2.448,408.0
2.448,408.0
2.442,407.0
3.654,406.0
5.239,403.0
4.444,404.0
4.433,403.0
4.05,405.0
4.444,404.0
4.836,403.0
5.226,402.0
4.836,403.0
5.226,402.0
5.226,402.0
5.226,402.0
4.824,402.0
4.04,404.0
2.842,406.0
2.842,406.0
3.248,406.0
3.24,405.0
3.24,405.0
3.24,405.0
2.849,407.0
2.842,406.0
2.04,408.0
1.227,409.0
1.23,410.0
1.64,410.0
0.82,410.0
1.23,410.0
1.23,410.0
0.822,411.0
-0.0,412.0
0.0,412.0
1.64,410.0
2.448,408.0
2.448,408.0
1.636,409.0
2.448,408.0
2.448,408.0
3.248,406.0
2.849,407.0
4.05,405.0
4.848,404.0
4.04,404.0
4.04,404.0
4.04,404.0
4.444,404.0
4.444,404.0
4.04,404.0
4.444,404.0
4.444,404.0
4.836,403.0
4.433,403.0
4.433,403.0
4.444,404.0
4.444,404.0
4.836,403.0
4.848,404.0
4.836,403.0
4.444,404.0
4.836,403.0
4.444,404.0
4.433,403.0
4.04,404.0
3.636,404.0
3.24,405.0
3.24,405.0
3.645,405.0
4.04,404.0
4.444,404.0
4.848,404.0
4.824,402.0
5.226,402.0
5.226,402.0
5.614,401.0
5.226,402.0
5.628,402.0
5.614,401.0
5.628,402.0
5.614,401.0
5.614,401.0
5.614,401.0
5.614,401.0
5.614,401.0
5.614,401.0
5.614,401.0
5.226,402.0
5.628,402.0
5.614,401.0
5.614,401.0
5.614,401.0
5.213,401.0
5.226,402.0
5.226,402.0
5.614,401.0
6.384,399.0
7.164,398.0
7.164,398.0
8.337,397.0
9.48,395.0
9.085,395.0
9.085,395.0
9.062,394.0
9.085,395.0
9.456,394.0
9.456,394.0
9.456,394.0
9.456,394.0
9.062,394.0
8.69,395.0
8.668,394.0
8.69,395.0
9.062,394.0
9.456,394.0
10.192,392.0
10.218,393.0
10.557,391.0
10.218,393.0
10.192,392.0
9.432,393.0
9.062,394.0
9.062,394.0
9.062,394.0
9.062,394.0
9.062,394.0
8.69,395.0
6.766,398.0
4.422,402.0
0.41,410.0
0.818,409.0
1.224,408.0
0.818,409.0
0.818,409.0
0.818,409.0
0.41,410.0
0.41,410.0
0.41,410.0
0.0,410.0
0.818,409.0
1.632,408.0
3.248,406.0
4.444,404.0
4.433,403.0
3.636,404.0
3.232,404.0
3.636,404.0
4.433,403.0
4.422,402.0
3.232,404.0
